charge,id,mass,t_pos,t_vel,v_x,v_y,v_z,weight,x,y,z
1.602e-19,51,6.64e-26,2.6e-08,2.595e-08,16178.652773875,0,0,10000000000000,0.051716028300396,0,0
1.602e-19,52,6.64e-26,2.6e-08,2.595e-08,26964.421289792,0,0,10000000000000,0.052860047167327,0,0
1.602e-19,53,6.64e-26,2.6e-08,2.595e-08,37793.86287085,0,0,10000000000000,0.054004070401565,0,0
1.602e-19,54,6.64e-26,2.6e-08,2.595e-08,49932.455995068,0,0,10000000000000,0.055150389954618,0,0
1.602e-19,55,6.64e-26,2.6e-08,2.595e-08,61675.071638502,0,0,10000000000000,0.056298582215859,0,0
1.602e-19,56,6.64e-26,2.6e-08,2.595e-08,73196.920128219,0,0,9999999999999.9,0.057447264725903,0,0
1.602e-19,57,6.64e-26,2.6e-08,2.595e-08,84542.991566307,0,0,10000000000000,0.058595692324937,0,0
1.602e-19,58,6.64e-26,2.6e-08,2.595e-08,95800.775180908,0,0,10000000000000,0.059744009288076,0,0
1.602e-19,59,6.64e-26,2.6e-08,2.595e-08,106971.12906509,0,0,10000000000000,0.060891930129255,0,0
1.602e-19,60,6.64e-26,2.6e-08,2.595e-08,118185.94283716,0,0,10000000000000,0.062039248897303,0,0
1.602e-19,61,6.64e-26,2.6e-08,2.595e-08,129749.02777157,0,0,10000000000000,0.063187182001508,0,0
1.602e-19,62,6.64e-26,2.6e-08,2.595e-08,141224.8789471,0,0,10000000000000,0.064335201891334,0,0
1.602e-19,63,6.64e-26,2.6e-08,2.595e-08,152613.78103558,0,0,10000000000000,0.065483100698029,0,0
1.602e-19,64,6.64e-26,2.6e-08,2.595e-08,163916.07264597,0,0,10000000000000,0.066630696795494,0,0
1.602e-19,65,6.64e-26,2.6e-08,2.595e-08,175259.34615132,0,0,10000000000000,0.067779232887593,0,0
1.602e-19,66,6.64e-26,2.6e-08,2.595e-08,186431.09664373,0,0,10000000000000,0.06892643290054,0,0
1.602e-19,67,6.64e-26,2.6e-08,2.595e-08,197774.94708859,0,0,10000000000000,0.070074476494709,0,0
1.602e-19,68,6.64e-26,2.6e-08,2.595e-08,209207.76748847,0,0,9999999999999.9,0.071221998550323,0,0
1.602e-19,69,6.64e-26,2.6e-08,2.595e-08,220639.93070065,0,0,10000000000000,0.072369880106014,0,0
1.602e-19,70,6.64e-26,2.6e-08,2.595e-08,232027.72239997,0,0,10000000000000,0.07351801605879,0,0
1.602e-19,71,6.64e-26,2.6e-08,2.595e-08,243286.72527014,0,0,10000000000000,0.074665302035972,0,0
1.602e-19,72,6.64e-26,2.6e-08,2.595e-08,254588.80088826,0,0,10000000000000,0.075812930798255,0,0
1.602e-19,73,6.64e-26,2.6e-08,2.595e-08,265887.984834,0,0,10000000000000,0.076961317139007,0,0
1.602e-19,74,6.64e-26,2.6e-08,2.595e-08,277232.82204785,0,0,10000000000000,0.078109050076639,0,0
1.602e-19,75,6.64e-26,2.6e-08,2.595e-08,288665.31884638,0,0,10000000000000,0.079256665296819,0,0
1.602e-19,76,6.64e-26,2.6e-08,2.595e-08,299968.96061985,0,0,10000000000000,0.08040372094236,0,0
1.602e-19,77,6.64e-26,2.6e-08,2.595e-08,311356.87784483,0,0,10000000000000,0.081551755810882,0,0
